"NIBRS Crimes and Rates by County - Last 3 Years"
"Current date: 3/6/2021 7:49:56 PM (Mountain Standard Time)"
"Jurisdiction by Geography","Offense Type","Incident Date","Number of Crimes",
"Alamosa County","Burglary/Breaking & Entering","2020","72"
"Alamosa County","Counterfeiting/Forgery","2019","47"
"Alamosa County","Counterfeiting/Forgery","2020","29"
"Alamosa County","Destruction/Damage/Vandalism of Property","2019","220"
"Alamosa County","Destruction/Damage/Vandalism of Property","2020","200"
"Alamosa County","Embezzlement","2019","1"
"Alamosa County","Embezzlement","2020",""
"Alamosa County","Extortion/Blackmail","2019","2"
"Alamosa County","Extortion/Blackmail","2020",""
"Alamosa County","False Pretenses/Swindle/Confidence Game","2019","12"
"Alamosa County","False Pretenses/Swindle/Confidence Game","2020","4"
"Alamosa County","Credit Card/Automated Teller Machine Fraud","2019","15"
"Alamosa County","Credit Card/Automated Teller Machine Fraud","2020","16"
"Alamosa County","Impersonation","2019","18"
"Alamosa County","Impersonation","2020","14"
"Alamosa County","Welfare Fraud","2019",""
"Alamosa County","Welfare Fraud","2020",""
"Alamosa County","Wire Fraud","2019",""
"Alamosa County","Wire Fraud","2020",""
"Alamosa County","Identity Theft","2019","22"
"Alamosa County","Identity Theft","2020","15"
"Alamosa County","Hacking/Computer Invasion","2019","1"
"Alamosa County","Hacking/Computer Invasion","2020",""
"Alamosa County","Robbery","2019","5"
"Alamosa County","Robbery","2020","8"
"Alamosa County","Pocket-picking","2019","2"
"Alamosa County","Pocket-picking","2020","1"
"Alamosa County","Purse-snatching","2019",""
"Alamosa County","Purse-snatching","2020",""
"Alamosa County","Shoplifting","2019","143"
"Alamosa County","Shoplifting","2020","153"
"Alamosa County","Theft From Building","2019","128"
"Alamosa County","Theft From Building","2020","93"
"Alamosa County","Theft From Coin Operated Machine or Device","2019","1"
"Alamosa County","Theft From Coin Operated Machine or Device","2020","1"
"Alamosa County","Theft From Motor Vehicle","2019","87"
"Alamosa County","Theft From Motor Vehicle","2020","52"
"Alamosa County","Theft of Motor Vehicle Parts/Accessories","2019","7"
"Alamosa County","Theft of Motor Vehicle Parts/Accessories","2020","16"
"Alamosa County","All Other Larceny","2019","57"
"Alamosa County","All Other Larceny","2020","59"
"Alamosa County","Motor Vehicle Theft","2019","29"
"Alamosa County","Motor Vehicle Theft","2020","46"
"Alamosa County","Stolen Property Offenses","2019","1"
"Alamosa County","Stolen Property Offenses","2020",""
"Alamosa County","Crimes Against Society","2019","145"
"Alamosa County","Crimes Against Society","2020","115"
"Alamosa County","Drug/Narcotic Violations","2019","100"
"Alamosa County","Drug/Narcotic Violations","2020","68"
"Alamosa County","Drug Equipment Violations","2019","29"
"Alamosa County","Drug Equipment Violations","2020","21"
"Alamosa County","Betting/Wagering","2019",""
"Alamosa County","Betting/Wagering","2020",""
"Alamosa County","Operating/Promoting/Assisting Gambling","2019",""
"Alamosa County","Operating/Promoting/Assisting Gambling","2020",""
"Alamosa County","Gambling Equipment Violations","2019",""
"Alamosa County","Gambling Equipment Violations","2020",""
"Alamosa County","Sports Tampering","2019",""
"Alamosa County","Sports Tampering","2020",""
"Alamosa County","Pornography/Obscene Material","2019","1"
"Alamosa County","Pornography/Obscene Material","2020","1"
"Alamosa County","Prostitution","2019",""
"Alamosa County","Prostitution","2020",""
"Alamosa County","Assisting or Promoting Prostitution","2019",""
"Alamosa County","Assisting or Promoting Prostitution","2020",""
"Alamosa County","Purchasing Prostitution","2019",""
"Alamosa County","Purchasing Prostitution","2020",""
"Alamosa County","Weapon Law Violations","2019","13"
"Alamosa County","Weapon Law Violations","2020","21"
"Alamosa County","Animal Cruelty","2019","2"
"Alamosa County","Animal Cruelty","2020","4"
"Arapahoe County","Crimes Against Person","2019","2,464"
"Arapahoe County","Crimes Against Person","2020","2,339"
"Arapahoe County","Murder and Nonnegligent Manslaughter","2019","10"
"Arapahoe County","Murder and Nonnegligent Manslaughter","2020","3"
"Arapahoe County","Negligent Manslaughter","2019","3"
"Arapahoe County","Negligent Manslaughter","2020","1"
"Arapahoe County","Justifiable Homicide","2019",""
"Arapahoe County","Justifiable Homicide","2020",""
"Arapahoe County","Kidnapping/Abduction","2019","69"
"Arapahoe County","Kidnapping/Abduction","2020","94"
"Arapahoe County","Rape","2019","74"
"Arapahoe County","Rape","2020","50"
"Arapahoe County","Sodomy","2019","14"
"Arapahoe County","Sodomy","2020","10"
"Arapahoe County","Sexual Assault With An Object","2019","13"
"Arapahoe County","Sexual Assault With An Object","2020","15"
"Arapahoe County","Fondling","2019","81"
"Arapahoe County","Fondling","2020","45"
"Arapahoe County","Incest","2019",""
"Arapahoe County","Incest","2020",""
"Arapahoe County","Statutory Rape","2019","15"
"Arapahoe County","Statutory Rape","2020","2"
"Arapahoe County","Aggravated Assault","2019","390"
"Arapahoe County","Aggravated Assault","2020","489"
"Arapahoe County","Simple Assault","2019","1,597"
"Arapahoe County","Simple Assault","2020","1,407"
"Arapahoe County","Intimidation","2019","193"
"Arapahoe County","Intimidation","2020","222"
"Arapahoe County","Human Trafficking, Commercial Sex Acts","2019","5"
"Arapahoe County","Human Trafficking, Commercial Sex Acts","2020","1"
"Arapahoe County","Human Trafficking, Involuntary Servitude","2019",""
"Arapahoe County","Human Trafficking, Involuntary Servitude","2020",""
"Arapahoe County","Crimes Against Property","2019","14,185"
"Arapahoe County","Crimes Against Property","2020","16,404"
"Arapahoe County","Arson","2019","44"
"Arapahoe County","Arson","2020","66"
"Arapahoe County","Bribery","2019",""
"Arapahoe County","Bribery","2020","1"
"Arapahoe County","Burglary/Breaking & Entering","2019","1,099"
"Arapahoe County","Burglary/Breaking & Entering","2020","1,224"
"Arapahoe County","Counterfeiting/Forgery","2019","306"
"Arapahoe County","Counterfeiting/Forgery","2020","294"
"Arapahoe County","Destruction/Damage/Vandalism of Property","2019","2,711"
"Arapahoe County","Destruction/Damage/Vandalism of Property","2020","3,356"
"Arapahoe County","Embezzlement","2019","12"
"Arapahoe County","Embezzlement","2020","7"
"Arapahoe County","Extortion/Blackmail","2019","36"
"Arapahoe County","Extortion/Blackmail","2020","65"
"Arapahoe County","False Pretenses/Swindle/Confidence Game","2019","181"
"Arapahoe County","False Pretenses/Swindle/Confidence Game","2020","149"
"Arapahoe County","Credit Card/Automated Teller Machine Fraud","2019","286"
"Arapahoe County","Credit Card/Automated Teller Machine Fraud","2020","283"
"Arapahoe County","Impersonation","2019","281"
"Arapahoe County","Impersonation","2020","165"
"Arapahoe County","Welfare Fraud","2019",""
"Arapahoe County","Welfare Fraud","2020",""
"Arapahoe County","Wire Fraud","2019","42"
"Arapahoe County","Wire Fraud","2020","21"
"Arapahoe County","Identity Theft","2019","643"
"Arapahoe County","Identity Theft","2020","1,156"
"Arapahoe County","Hacking/Computer Invasion","2019","40"
"Arapahoe County","Hacking/Computer Invasion","2020","63"
"Arapahoe County","Robbery","2019","95"
"Arapahoe County","Robbery","2020","98"
"Arapahoe County","Pocket-picking","2019","22"
"Arapahoe County","Pocket-picking","2020","13"
"Arapahoe County","Purse-snatching","2019","17"
"Arapahoe County","Purse-snatching","2020","21"
"Arapahoe County","Shoplifting","2019","1,685"
"Arapahoe County","Shoplifting","2020","1,307"
"Arapahoe County","Theft From Building","2019","834"
"Arapahoe County","Theft From Building","2020","624"
"Arapahoe County","Theft From Coin Operated Machine or Device","2019","17"
"Arapahoe County","Theft From Coin Operated Machine or Device","2020","9"
"Arapahoe County","Theft From Motor Vehicle","2019","1,874"
"Arapahoe County","Theft From Motor Vehicle","2020","2,385"
"Arapahoe County","Theft of Motor Vehicle Parts/Accessories","2019","406"
"Arapahoe County","Theft of Motor Vehicle Parts/Accessories","2020","494"
"Arapahoe County","All Other Larceny","2019","2,284"
"Arapahoe County","All Other Larceny","2020","2,614"
"Arapahoe County","Motor Vehicle Theft","2019","1,213"
"Arapahoe County","Motor Vehicle Theft","2020","1,941"
"Arapahoe County","Stolen Property Offenses","2019","57"
"Arapahoe County","Stolen Property Offenses","2020","48"
"Arapahoe County","Crimes Against Society","2019","1,595"
"Arapahoe County","Crimes Against Society","2020","1,069"
"Arapahoe County","Drug/Narcotic Violations","2019","753"
"Arapahoe County","Drug/Narcotic Violations","2020","453"
"Arapahoe County","Drug Equipment Violations","2019","604"
"Arapahoe County","Drug Equipment Violations","2020","348"
"Arapahoe County","Betting/Wagering","2019",""
"Arapahoe County","Betting/Wagering","2020",""
"Arapahoe County","Operating/Promoting/Assisting Gambling","2019",""
"Arapahoe County","Operating/Promoting/Assisting Gambling","2020",""
"Arapahoe County","Gambling Equipment Violations","2019",""
"Arapahoe County","Gambling Equipment Violations","2020",""
"Arapahoe County","Sports Tampering","2019",""
"Arapahoe County","Sports Tampering","2020",""
"Arapahoe County","Pornography/Obscene Material","2019","52"
"Arapahoe County","Pornography/Obscene Material","2020","22"
"Arapahoe County","Prostitution","2019","1"
"Arapahoe County","Prostitution","2020","4"
"Arapahoe County","Assisting or Promoting Prostitution","2019","6"
"Arapahoe County","Assisting or Promoting Prostitution","2020","8"
"Arapahoe County","Purchasing Prostitution","2019",""
"Arapahoe County","Purchasing Prostitution","2020","1"
"Arapahoe County","Weapon Law Violations","2019","154"
"Arapahoe County","Weapon Law Violations","2020","205"
"Arapahoe County","Animal Cruelty","2019","25"
"Arapahoe County","Animal Cruelty","2020","28"
"Archuleta County","Crimes Against Person","2019","183"
"Archuleta County","Crimes Against Person","2020","43"
"Archuleta County","Murder and Nonnegligent Manslaughter","2019",""
"Archuleta County","Murder and Nonnegligent Manslaughter","2020",""
"Archuleta County","Negligent Manslaughter","2019",""
"Archuleta County","Negligent Manslaughter","2020",""
"Archuleta County","Justifiable Homicide","2019",""
"Archuleta County","Justifiable Homicide","2020",""
"Archuleta County","Kidnapping/Abduction","2019","8"
"Archuleta County","Kidnapping/Abduction","2020",""
"Archuleta County","Rape","2019","10"
"Archuleta County","Rape","2020",""
"Archuleta County","Sodomy","2019","2"
"Archuleta County","Sodomy","2020",""
"Archuleta County","Sexual Assault With An Object","2019","2"
"Archuleta County","Sexual Assault With An Object","2020","1"
"Archuleta County","Fondling","2019","6"
"Archuleta County","Fondling","2020","1"
"Archuleta County","Incest","2019",""
"Archuleta County","Incest","2020",""
"Archuleta County","Statutory Rape","2019",""
"Archuleta County","Statutory Rape","2020",""
"Archuleta County","Aggravated Assault","2019","36"
"Archuleta County","Aggravated Assault","2020","8"
"Archuleta County","Simple Assault","2019","98"
"Archuleta County","Simple Assault","2020","26"
"Archuleta County","Intimidation","2019","21"
"Archuleta County","Intimidation","2020","7"
"Archuleta County","Human Trafficking, Commercial Sex Acts","2019",""
"Archuleta County","Human Trafficking, Commercial Sex Acts","2020",""
"Archuleta County","Human Trafficking, Involuntary Servitude","2019",""
"Archuleta County","Human Trafficking, Involuntary Servitude","2020",""
"Archuleta County","Crimes Against Property","2019","260"
"Archuleta County","Crimes Against Property","2020","79"
"Archuleta County","Arson","2019","1"
"Archuleta County","Arson","2020",""
"Archuleta County","Bribery","2019",""
"Archuleta County","Bribery","2020",""
"Archuleta County","Burglary/Breaking & Entering","2019","38"
"Archuleta County","Burglary/Breaking & Entering","2020","8"
"Archuleta County","Counterfeiting/Forgery","2019","3"
"Archuleta County","Counterfeiting/Forgery","2020","5"
"Archuleta County","Destruction/Damage/Vandalism of Property","2019","28"
"Archuleta County","Destruction/Damage/Vandalism of Property","2020","12"
"Archuleta County","Embezzlement","2019",""
"Archuleta County","Embezzlement","2020",""
"Archuleta County","Extortion/Blackmail","2019",""
"Archuleta County","Extortion/Blackmail","2020",""
"Archuleta County","False Pretenses/Swindle/Confidence Game","2019","21"
"Archuleta County","False Pretenses/Swindle/Confidence Game","2020","2"
"Archuleta County","Credit Card/Automated Teller Machine Fraud","2019","11"
"Archuleta County","Credit Card/Automated Teller Machine Fraud","2020","4"
"Archuleta County","Impersonation","2019","16"
"Archuleta County","Impersonation","2020","2"
"Archuleta County","Welfare Fraud","2019",""
"Archuleta County","Welfare Fraud","2020",""
"Archuleta County","Wire Fraud","2019",""
"Archuleta County","Wire Fraud","2020","1"
"Archuleta County","Identity Theft","2019","1"
"Archuleta County","Identity Theft","2020","1"
"Archuleta County","Hacking/Computer Invasion","2019","6"
"Archuleta County","Hacking/Computer Invasion","2020",""
"Archuleta County","Robbery","2019","1"
"Archuleta County","Robbery","2020",""
"Archuleta County","Pocket-picking","2019","1"
"Archuleta County","Pocket-picking","2020",""
"Archuleta County","Purse-snatching","2019",""
"Archuleta County","Purse-snatching","2020",""
"Archuleta County","Shoplifting","2019","17"
"Archuleta County","Shoplifting","2020","7"
"Archuleta County","Theft From Building","2019","1"
"Archuleta County","Theft From Building","2020","2"
"Archuleta County","Theft From Coin Operated Machine or Device","2019",""
"Archuleta County","Theft From Coin Operated Machine or Device","2020","1"
"Archuleta County","Theft From Motor Vehicle","2019","17"
